"codigo_uc","nome_uc","ano_criacao","tempo_uc","municipio","uf","bioma","desmatamento_antes","desmatamento_depois"
"0000.00.0047","ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO",2005,19,"SÃO FÉLIX DO XINGU","PA","Amazônia","0","338.4620497434224"
"0000.00.1635","RESERVA EXTRATIVISTA RIO XINGU",2008,16,"SÃO FÉLIX DO XINGU","PA","Amazônia","212.97296587520816","125.48908386821422"
"0000.15.1039","ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU",2006,18,"SÃO FÉLIX DO XINGU","PA","Amazônia","0","338.4620497434225"
"0000.00.0151","PARQUE NACIONAL DA SERRA DO PARDO",2005,19,"SÃO FÉLIX DO XINGU","PA","Amazônia","0","338.4620497434224"
"0480.33.2912","ÁREA DE PROTEÇÃO AMBIENTAL RIO DO COLÉGIO",2013,10,"SÃO FIDÉLIS","RJ","Mata Atlântica","0.1062595402808711","0.048086615085002796"
"0000.33.2283","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ITACOLOMY",2010,13,"SÃO FIDÉLIS","RJ","Mata Atlântica","0.0647077461033987","0.08963840926247521"
"0000.33.1481","ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA",2002,21,"SÃO FRANCISCO DE ITABAPOANA","RJ","Mata Atlântica","0.010588424289445","0.2151921419469665"
"0000.00.4537","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRÓ-MATA",2019,4,"SÃO FRANCISCO DE PAULA","RS","Mata Atlântica","6.425055114134688","0.6304686411591575"
"1820.43.2320","PARQUE NATURAL MUNICIPAL DA RONDA",2007,16,"SÃO FRANCISCO DE PAULA","RS","Mata Atlântica","2.0067552588202435","5.0487684964736035"
"0000.11.4641","RESERVA DE FAUNA PAU D'OLEO",2018,6,"SÃO FRANCISCO DO GUAPORÉ","RO","Amazônia","24.91314843527506","1.4265407611819936"
"0000.11.4426","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL LIMOEIRO",2018,6,"SÃO FRANCISCO DO GUAPORÉ","RO","Amazônia","24.913148435275055","1.4265407611819936"
"0000.22.4827","ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DE NAZARÉ",2019,5,"SÃO FRANCISCO DO PIAUÍ","PI","Cerrado","0.9915908347672007","0.8077163590844034"
"0000.22.4827","ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DE NAZARÉ",2019,5,"SÃO FRANCISCO DO PIAUÍ","PI","Caatinga","0.9915908347672008","0.8077163590844034"
"1620.42.4343","REFUGIO DA VIDA SILVESTRE NASCENTES DO SAI",2022,1,"SÃO FRANCISCO DO SUL","SC","Mata Atlântica","0.1368086552859617","0.0089186653471703"
"0000.42.0791","PARQUE ESTADUAL ACARAI",2005,18,"SÃO FRANCISCO DO SUL","SC","Mata Atlântica","0.0494046552350784","0.0963226653980536"
"0000.00.1094","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA",2002,21,"SÃO FRANCISCO DO SUL","SC","Mata Atlântica","0.0123511638087696","0.1333761568243624"
"0000.00.0263","ESTAÇÃO ECOLÓGICA DA GUANABARA",2006,17,"SÃO GONÇALO","RJ","Mata Atlântica","0.045991203558836895","0.06661805212983668"
"0490.33.3698","ÁREA DE PROTEÇÃO AMBIENTAL DAS ESTÂNCIAS DE PENDOTIBA",2018,5,"SÃO GONÇALO","RJ","Mata Atlântica","0.0247481233394503","0.0042617421271073"
"0490.33.3699","ÁREA DE PROTEÇÃO AMBIENTAL DE ITAOCA",2018,5,"SÃO GONÇALO","RJ","Mata Atlântica","0.0247481233394503","0.0042617421271073"
"0490.33.3700","ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO GAIA",2018,5,"SÃO GONÇALO","RJ","Mata Atlântica","0.0247481233394503","0.0042617421271073"
"0000.23.0952","ESTAÇÃO ECOLÓGICA DO PÉCEM",2012,11,"SÃO GONÇALO DO AMARANTE","CE","Caatinga","2.534041593153846","1.4317599330045647"
"0000.22.4812","ÁREA DE PROTEÇÃO AMBIENTAL DOS ALTOS CURSOS DOS RIOS GURGUEIA E URUÇUÍ-VERMELHO",2017,7,"SÃO GONÇALO DO GURGUÉIA","PI","Cerrado","5.043069954176357","1.9368566457903866"
"0000.00.0156","PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA",2002,22,"SÃO GONÇALO DO GURGUÉIA","PI","Cerrado","3.5566527186051133","92.91321171676863"
"0000.00.2149","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE DO CAPETINGA",2005,19,"SÃO JOÃO D'ALIANÇA","GO","Cerrado","2.9941668492180926","4.174778986373738"
"0000.00.3105","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO TOCANTINS",2011,13,"SÃO JOÃO D'ALIANÇA","GO","Cerrado","4.398067873440022","2.770877962151809"
"0000.00.3112","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DAS PEDRAS",2014,10,"SÃO JOÃO D'ALIANÇA","GO","Cerrado","4.878919712040091","2.290026123551741"
"5000.33.4767","ÁREA DE PROTEÇÃO AMBIENTAL DO VEIGA",2023,0,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.17914390308094605","0.0006661338762327"
"0500.33.4300","ÁREA DE PROTEÇÃO AMBIENTAL DA CEHAB",2009,14,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.0374521611695734","0.14235787578760528"
"0500.33.4253","REFÚGIO DE VIDA SILVESTRE DA LAGOA DO TAÍ",2021,2,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.1731303140918509","0.0066797228653278"
"0000.33.2717","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CARUARA",2012,11,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.057007717261272704","0.12280231969590602"
"0000.33.2721","PARQUE ESTADUAL DA LAGOA DO AÇU",2012,11,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.19821396398178842","0.17976446010456193"
"5000.33.4420","ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS E RESTINGAS",2022,1,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.174404913805373","0.0054051231518057"
"0500.33.4320","ÁREA DE PROTEÇÃO AMBIENTAL DO SALGADO",2021,2,"SÃO JOÃO DA BARRA","RJ","Mata Atlântica","0.1731303140918509","0.006679722865327801"
"0000.35.4336","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARAÍSO",2021,2,"SÃO JOÃO DA BOA VISTA","SP","Mata Atlântica","0.0666925233759622","0.000639316204663681"
"0000.00.0228","RESERVA EXTRATIVISTA DE SÃO JOÃO DA PONTA",2002,22,"SÃO JOÃO DA PONTA","PA","Amazônia","0","1.1254592081382404"
"0510.33.2034","PARQUE NATURAL MUNICIPAL JARDIM JUREMA",2010,13,"SÃO JOÃO DE MERITI","RJ","Mata Atlântica","0","0"
"0000.00.4780","RESERVA EXTRATIVISTA VIRIANDEUA",2024,0,"SÃO JOÃO DE PIRABAS","PA","Amazônia","3.2981182897879613","0"
"0000.00.0223","RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO",2002,22,"SÃO JOÃO DE PIRABAS","PA","Amazônia","0","3.682184421850714"
"0000.00.4777","RESERVA EXTRATIVISTA FILHOS DO MANGUE",2024,0,"SÃO JOÃO DE PIRABAS","PA","Amazônia","9.479115083792577","0"
"0000.31.4725","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL UNIDADE AVANÇADA DE MEIO AMBIENTE SÍTIO CÓRREGO SECO",2021,2,"SÃO JOÃO DEL REI","MG","Mata Atlântica","0.04146205687166281","0.0017319407855633001"
"0000.31.0937","REFÚGIO ESTADUAL DE VIDA SILVESTRE LIBÉLULAS DA SERRA DE SÃO JOSÉ",2004,19,"SÃO JOÃO DEL REI","MG","Mata Atlântica","0.012597433470449103","0.0463555890581736"
"0000.25.0902","ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI",2004,19,"SÃO JOÃO DO CARIRI","PB","Mata Atlântica","0.32419395417978536","0.9310983825475833"
"0000.25.0902","ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI",2004,19,"SÃO JOÃO DO CARIRI","PB","Caatinga","0.3241939541797854","0.9310983825475834"
"0000.25.0485","ÁREA DE PROTEÇÃO AMBIENTAL DAS ONÇAS",2002,21,"SÃO JOÃO DO TIGRE","PB","Caatinga","0.0256295928677577","0.2732588311291395"
"0000.31.4746","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMEIRAS",2021,2,"SÃO JOÃO NEPOMUCENO","MG","Mata Atlântica","0.02312474994894301","0.0068005152543003"
"0000.31.4393","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIVENDAS DE TARUAÇU",2022,1,"SÃO JOÃO NEPOMUCENO","MG","Mata Atlântica","0.02761738041472871","0.0023078847885146"
"0000.27.1610","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OSVALDO TIMÓTEO",2007,16,"SÃO JOSÉ DA LAJE","AL","Mata Atlântica","0.15437005501396478","0.16559598426071284"
"0000.31.2613","PARQUE ESTADUAL SERRA DO SOBRADO",2010,14,"SÃO JOSÉ DA LAPA","MG","Cerrado","0.014350966699330902","0.005994004563830418"
"0000.31.3041","REFÚGIO DE VIDA SILVESTRE ESTADUAL SERRA DAS AROEIRAS",2013,11,"SÃO JOSÉ DA LAPA","MG","Cerrado","0.1649046417325789","0.0163638860119397"
"0000.27.4608","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOSÉ",2023,0,"SÃO JOSÉ DA TAPERA","AL","Caatinga","0.23380537365379028","0.0018725826838593"
"0000.27.4607","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOS CAATINGA",2023,0,"SÃO JOSÉ DA TAPERA","AL","Caatinga","0.23380537365379028","0.0018725826838593"
"0000.27.4606","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA TORRE",2023,0,"SÃO JOSÉ DA TAPERA","AL","Caatinga","0.23380537365379028","0.0018725826838593"
"0000.00.1909","PARQUE NACIONAL DA SERRA DAS LONTRAS",2010,13,"SÃO JOSÉ DA VITÓRIA","BA","Mata Atlântica","0.47462797003583446","0.45864967075511703"
"5133.33.4756","MONUMENTO NATURAL DA PEDRA REDONDA",2012,11,"SÃO JOSÉ DE UBÁ","RJ","Mata Atlântica","0.0036473332969612004","0.0071129358855619995"
"5133.33.4760","REFUGIO DE VIDA SILVESTRE INGÁ",2012,11,"SÃO JOSÉ DE UBÁ","RJ","Mata Atlântica","0.0036473332969612004","0.007112935885562"
"5133.33.4757","PARQUE NATURAL MUNICIPAL SÃO JOSÉ DE UBÁ",2010,13,"SÃO JOSÉ DE UBÁ","RJ","Mata Atlântica","0.0026726818469744","0.0080875873355488"
"5133.33.4754","PARQUE NATURAL MUNICIPAL VIÇOSA",2011,12,"SÃO JOSÉ DE UBÁ","RJ","Mata Atlântica","0.0033590031663666003","0.0074012660161566005"
"0000.00.3682","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABURÉ",2016,7,"SÃO JOSÉ DO BARREIRO","SP","Mata Atlântica","0.05952183379619911","0.0206582669854104"
"0000.35.3876","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DA BOCAINA",2019,4,"SÃO JOSÉ DO BARREIRO","SP","Mata Atlântica","0.07571743459834218","0.0044626661832673"
"0000.35.4019","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BESOURO DE FOGO",2019,4,"SÃO JOSÉ DO BARREIRO","SP","Mata Atlântica","0.07571743459834221","0.0044626661832673"
"0000.35.2325","RPPN POUSADA CAMPOS DA BOCAINA",2010,13,"SÃO JOSÉ DO BARREIRO","SP","Mata Atlântica","0.04617463098343729","0.034005469798172205"
"0000.00.4478","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CATADUPA",2015,8,"SÃO JOSÉ DO BARREIRO","SP","Mata Atlântica","0.058954031762175306","0.0212260690194342"
"0000.00.4581","PARQUE NACIONAL DA SERRA DO TEIXEIRA",2023,0,"SÃO JOSÉ DO BONFIM","PB","Caatinga","4.558247213200808","0.19233090409009662"
"6701.42.4814","PARQUE NATURAL MUNICIPAL ARMANDO ROSA",2018,5,"SÃO JOSÉ DO CEDRO","SC","Mata Atlântica","0.06212267206397251","0.0045866938046174"
"0000.43.4028","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL SALTO FORQUETA",2019,4,"SÃO JOSÉ DO HERVAL","RS","Mata Atlântica","0.021930753090577404","0.0005349362247825"
"0000.35.3740","FLORESTA ESTADUAL DO NOROESTE PAULISTA",2018,5,"SÃO JOSÉ DO RIO PRETO","SP","Mata Atlântica","0.040342736968130614","0.005841615650986401"
"5158.33.4938","RESERVA BIOLOGICA DO DINDI",2007,16,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.033130443492462","0.020731544315103604"
"0515.33.3978","ÁREA DE PROTEÇÃO AMBIENTAL MARAVILHA",2006,17,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.022274656013785796","0.0315873317937798"
"5158.33.4913","MONUIMENTO NATURAL PEDRA DAS FLORES",2006,17,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.022274656013785796","0.0315873317937798"
"0000.33.2733","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MIOSÓTIS",2011,12,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.0409839281569756","0.01287805965059"
"5158.33.4939","PARQUE NATURAL MUNICIPAL DA ARAPONGA",2006,17,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.022274656013785796","0.0315873317937798"
"0515.33.3979","ESTAÇÃO ECOLÓGICA MONTE DAS FLORES",2006,17,"SÃO JOSÉ DO VALE DO RIO PRETO","RJ","Mata Atlântica","0.022274656013785796","0.03158733179377981"
"4990.35.2587","PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI",2010,13,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.28553015787347563","0.029220058346335905"
"9904.35.4813","PARQUE NATURAL MUNICIPAL DO CERRADO",2022,1,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.31333716836793546","0.0014130478518761"
"0000.35.2262","RPPN O PRIMATA",2011,12,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.2911722784092374","0.0235779378105741"
"0000.35.3789","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DOS MURIQUIS",2018,5,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.31121345421603747","0.003536762003774"
"4990.35.2727","PARQUE NATURAL MUNICIPAL DO BANHADO",2012,11,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.29571084962844285","0.0190393665913687"
"0000.35.1714","APA SÃO FRANCISCO XAVIER",2002,21,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.0521459187612527","0.26260429745855884"
"0000.35.1694","APA DO BANHADO",2002,21,"SÃO JOSÉ DOS CAMPOS","SP","Mata Atlântica","0.0521459187612527","0.2626042974585588"
"0000.00.3137","PARQUE NACIONAL GUARICANA",2014,9,"SÃO JOSÉ DOS PINHAIS","PR","Mata Atlântica","0.2993752129716973","0.13714132095355142"
"1870.43.1975","PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ",2005,18,"SÃO LEOPOLDO","RS","Mata Atlântica","0.0044120157967116","0.012909150283008201"
"0000.26.1928","ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE",2010,13,"SÃO LOURENÇO DA MATA","PE","Mata Atlântica","3.7542773395103586","0.4444424561910925"
"0000.26.4889","RESERVA PARTICULAR DE PATRIMÔNIO NATURAL QUIZANGA",2021,2,"SÃO LOURENÇO DA MATA","PE","Mata Atlântica","1.6914429443264483","0.017445986301819198"
"0000.21.1891","PARQUE ESTADUAL DO SÍTIO DO RANGEDOR",2005,19,"SÃO LUÍS","MA","Amazônia","0","3.774814310736947"
"0000.21.1891","PARQUE ESTADUAL DO SÍTIO DO RANGEDOR",2005,19,"SÃO LUÍS","MA","Cerrado","0","3.774814310736947"
"0000.27.4199","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GARABU",2017,6,"SÃO LUÍS DO QUITUNDE","AL","Mata Atlântica","1.4397656799418836","0.0369301573460983"
"0000.00.3094","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS",2013,10,"SÃO LUIZ DO PARAITINGA","SP","Mata Atlântica","0.048119504464737804","0.009846998093727301"
"0000.35.3650","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUAINUMBI",2015,8,"SÃO LUIZ DO PARAITINGA","SP","Mata Atlântica","0.049579197257129705","0.0083873053013354"
"0000.00.3665","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARMIL",2018,5,"SÃO MAMEDE","PB","Caatinga","0.3338440863121647","0.0341435286227791"
"0000.35.3646","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRÁPAGA",2018,5,"SÃO MIGUEL ARCANJO","SP","Mata Atlântica","0.07267928453069311","0.0033542041569450997"
"0000.52.1744","PARQUE ESTADUAL DO ARAGUAIA",2002,22,"SÃO MIGUEL DO ARAGUAIA","GO","Cerrado","1.911046658694808","8.874141032896938"
"0000.52.1754","FLORESTA ESTADUAL DO ARAGUAIA",2002,22,"SÃO MIGUEL DO ARAGUAIA","GO","Cerrado","1.911046658694808","8.874141032896938"
"0000.27.3609","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALVADOR LYRA",2017,6,"SÃO MIGUEL DOS CAMPOS","AL","Mata Atlântica","0.47447406539501136","0.0005282328607325"
"0000.27.4200","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LUIZ JATOBÁ FILHO",2017,6,"SÃO MIGUEL DOS CAMPOS","AL","Mata Atlântica","0.47447406539501136","0.0005282328607325"
"2028.52.4172","ÁREA DE PROTEÇÃO AMBIENTAL SÃO PATRICIO",2021,3,"SÃO PATRÍCIO","GO","Cerrado","0.2382150825244248","0.0007366734300709"
"0308.35.4799","PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA",2023,0,"SÃO PAULO","SP","Mata Atlântica","0.2519650918016272","0.0022063519210776"
"5030.35.1971","PARQUE NATURAL MUNICIPAL DA CRATERA DE COLÔNIA",2007,16,"SÃO PAULO","SP","Mata Atlântica","0.1516513808296446","0.1025200628930602"
"5030.35.3139","PARQUE NATURAL MUNICIPAL VARGINHA",2012,11,"SÃO PAULO","SP","Mata Atlântica","0.18955869285186833","0.0646127508708365"
"5030.35.3140","PARQUE NATURAL MUNICIPAL ITAIM",2012,11,"SÃO PAULO","SP","Mata Atlântica","0.18955869285186833","0.0646127508708365"
"5030.35.3141","PARQUE NATURAL MUNICIPAL JACEGUAVA",2012,11,"SÃO PAULO","SP","Mata Atlântica","0.18955869285186833","0.0646127508708365"
"5030.35.4079","REFÚGIO DE VIDA SILVESTRE ANHANGUERA",2020,3,"SÃO PAULO","SP","Mata Atlântica","0.22690107446562754","0.0272703692570773"
"5030.35.2578","PARQUE NATURAL MUNICIPAL BORORÉ",2012,11,"SÃO PAULO","SP","Mata Atlântica","0.18955869285186833","0.0646127508708365"
"5030.35.1962","PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO",2003,20,"SÃO PAULO","SP","Mata Atlântica","0.0427927646509828","0.21137867907172206"
"0000.35.4709","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA VIRGEM",2022,1,"SÃO PAULO","SP","Mata Atlântica","0.24573808118271637","0.0084333625399885"
"5030.35.2562","RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA",2011,12,"SÃO PAULO","SP","Mata Atlântica","0.185444620183724","0.06872682353898081"
"5030.35.1961","ÁREA DE PROTEÇÃO AMBIENTAL BORORÉ-COLÔNIA",2006,17,"SÃO PAULO","SP","Mata Atlântica","0.1186184550658051","0.13555298865689971"
"0000.35.3888","ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA",2018,6,"SÃO PEDRO","SP","Mata Atlântica","1.3562630353312504","0.07638296099320524"
"0000.35.3885","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO",2018,6,"SÃO PEDRO","SP","Cerrado","1.2060411973267966","0.0662525835707869"
"0000.35.3885","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO",2018,6,"SÃO PEDRO","SP","Mata Atlântica","1.2060411973267966","0.06625258357078688"
"0000.35.3888","ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA",2018,6,"SÃO PEDRO","SP","Cerrado","1.35626303533125","0.07638296099320523"
"0520.33.3027","PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE",2013,10,"SÃO PEDRO DA ALDEIA","RJ","Mata Atlântica","0.044106804122058405","0.0088952535883226"
"0000.33.2732","PARQUE ESTADUAL DA COSTA DO SOL",2011,12,"SÃO PEDRO DA ALDEIA","RJ","Mata Atlântica","0.2637238204333614","0.111822203128519"
"0000.00.1102","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DAS LONTRAS",2005,18,"SÃO PEDRO DE ALCÂNTARA","SC","Mata Atlântica","0.0158729363819176","0.042029347438039905"
"0000.22.4805","ESTAÇÃO ECOLÓGICA DA CHAPADA DA SERRA BRANCA",2008,15,"SÃO RAIMUNDO NONATO","PI","Caatinga","1.6202082519771752","1.0609923797930094"
"0000.17.1492","ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SÃO SALVADOR DO TOCANTINS, PARANÃ E PALMEIRÓPOLIS",2002,22,"SÃO SALVADOR DO TOCANTINS","TO","Cerrado","1.2920407798441422","23.117023337235363"
"0000.17.1494","ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL",2002,22,"SÃO SALVADOR DO TOCANTINS","TO","Cerrado","2.456301911748458","33.45076537634568"
"0000.00.3432","REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES",2016,7,"SÃO SEBASTIÃO","SP","Mata Atlântica","0.016311899611123802","0.006467921578463899"
"0000.00.1065","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIZZIERI",2003,20,"SÃO SEBASTIÃO","SP","Mata Atlântica","0.0018409748238364","0.020938846365751298"
"0000.00.3432","REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES",2016,7,"SÃO SEBASTIÃO","SP","Área Marinha","0.016311899611123802","0.006467921578463899"
"5070.35.3577","ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY",2013,10,"SÃO SEBASTIÃO","SP","Mata Atlântica","0.0144936653960699","0.0082861557935178"
"5070.35.3577","ÁREA DE PROTEÇÃO AMBIENTAL BALEIA SAHY",2013,10,"SÃO SEBASTIÃO","SP","Área Marinha","0.014493665396069902","0.0082861557935178"
"0000.35.1721","ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE",2008,15,"SÃO SEBASTIÃO","SP","Área Marinha","0.0225700116321355","0.0406030781529672"
"0000.35.1721","ÁREA DE PROTEÇÃO AMBIENTAL MARINHA DO LITORAL NORTE",2008,15,"SÃO SEBASTIÃO","SP","Mata Atlântica","0.022570011632135508","0.0406030781529672"
"0000.35.1722","ARIE DE SÃO SEBASTIÃO",2008,15,"SÃO SEBASTIÃO","SP","Área Marinha","0.022570011632135494","0.040603078152967195"
"0000.35.1722","ARIE DE SÃO SEBASTIÃO",2008,15,"SÃO SEBASTIÃO","SP","Mata Atlântica","0.022570011632135498","0.04060307815296721"
"0000.00.1065","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIZZIERI",2003,20,"SÃO SEBASTIÃO","SP","Área Marinha","0.0018409748238364","0.020938846365751298"
"0000.00.0282","RESERVA EXTRATIVISTA TERRA GRANDE-PRACUÚBA",2006,18,"SÃO SEBASTIÃO DA BOA VISTA","PA","Amazônia","0","3.6023157299409903"
"0000.00.2145","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO-DE-FOGO-RENDADO",2011,12,"SÃO SEBASTIÃO DO PASSÉ","BA","Mata Atlântica","0.8865693342202009","0.43375571192045154"
"0000.00.2087","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURIÓ",2011,12,"SÃO SEBASTIÃO DO PASSÉ","BA","Mata Atlântica","0.886569334220201","0.4337557119204515"
"0000.13.0990","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ",2004,20,"SÃO SEBASTIÃO DO UATUMÃ","AM","Amazônia","0","3.8654241145114687"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"SÃO VICENTE","SP","Área Marinha","0.13934660311572394","0.1130581206175196"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"SÃO VICENTE","SP","Mata Atlântica","0.13934660311572394","0.11305812061751959"
"0000.26.3317","REFÚGIO DE VIDA SILVESTRE MATAS DE SIRIJI",2014,9,"SÃO VICENTE FÉRRER","PE","Mata Atlântica","0.3731454866562569","0.0970846839793042"
"0787.51.4352","PARQUE NATURAL MUNICIPAL RAIMUNDO TIVOTTO MASCARELLO",2022,2,"SAPEZAL","MT","Amazônia","14.005789080996633","0.19409251253171012"
"0787.51.4352","PARQUE NATURAL MUNICIPAL RAIMUNDO TIVOTTO MASCARELLO",2022,2,"SAPEZAL","MT","Cerrado","14.00578908099663","0.19409251253171012"
"1990.43.3613","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO MORRO FERRABRAZ",2016,7,"SAPIRANGA","RS","Mata Atlântica","0.11345544502104149","0.035332344948087"
"0000.00.2144","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA",2008,15,"SAPUCAIA","RJ","Mata Atlântica","0.1400612153304804","0.028761602821609302"
"0000.00.2109","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MORRO DE SAPUCAIA",2002,21,"SAPUCAIA DO SUL","RS","Mata Atlântica","0.000631551750119711","0.00924354633419906"
"0000.00.2109","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MORRO DE SAPUCAIA",2002,21,"SAPUCAIA DO SUL","RS","Pampa","0.000631551750119711","0.009243546334199059"
"5505.33.4668","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO FORMIGUEIRO-DO-LITORAL",2008,15,"SAQUAREMA","RJ","Mata Atlântica","0.0525667312004122","0.051089147557371394"
"0000.33.2274","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MATO GROSSO II",2008,15,"SAQUAREMA","RJ","Mata Atlântica","0.0525667312004122","0.0510891475573714"
"0000.33.2732","PARQUE ESTADUAL DA COSTA DO SOL",2011,12,"SAQUAREMA","RJ","Mata Atlântica","0.2637238204333614","0.111822203128519"
"5505.33.4673","ÁREA DE PROTEÇÃO AMBIENTAL DAS SERRAS DO MATO GROSSO - TINGUI - CASTELHAÑAS",2013,10,"SAQUAREMA","RJ","Mata Atlântica","0.07377434742272229","0.029881531335061298"
"0000.00.4506","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ELDORADO",2018,5,"SAQUAREMA","RJ","Mata Atlântica","0.09596414091566399","0.0076917378421196"
"5537.31.4699","PARQUE NATURAL MUNICIPAL CACHOEIRA DE SARZEDO",2023,0,"SARZEDO","MG","Mata Atlântica","0.050342026184782694","0.0003277762164433"
