municipio;uf;bioma
PELOTAS;RS;Pampa
PIRATINI;RS;Pampa
BOA VISTA;RR;Amazônia
TEIXEIRÓPOLIS;RO;Amazônia
PIMENTA BUENO;RO;Amazônia
CACOAL;RO;Amazônia
CORUMBÁ;MS;Pantanal
BAÍA FORMOSA;RN;Mata Atlântica
JUCURUTU;RN;Caatinga
RIO CLARO;RJ;Mata Atlântica
VALENÇA;RJ;Mata Atlântica
MANGARATIBA;RJ;Mata Atlântica
ENGENHEIRO PAULO DE FRONTIN;RJ;Mata Atlântica
SAQUAREMA;RJ;Mata Atlântica
ITAGUAÍ;RJ;Mata Atlântica
NOVA FRIBURGO;RJ;Mata Atlântica
BOM JARDIM;RJ;Mata Atlântica
SENGÉS;PR;Cerrado
QUEDAS DO IGUAÇU;PR;Mata Atlântica
PALMEIRA;PR;Mata Atlântica
BOCAIÚVA DO SUL;PR;Mata Atlântica
LAPA;PR;Mata Atlântica
TERESINA;PI;Caatinga
CASTELO DO PIAUÍ;PI;Caatinga
ALTINHO;PE;Caatinga
MORENO;PE;Mata Atlântica
JAQUEIRA;PE;Mata Atlântica
IPOJUCA;PE;Mata Atlântica
SALOÁ;PE;Caatinga
BETÂNIA;PE;Caatinga
SÃO JOSÉ DOS CORDEIROS;PB;Caatinga
CATINGUEIRA;PB;Caatinga
EMAS;PB;Caatinga
SANTA RITA;PB;Mata Atlântica
ARARUNA;PB;Caatinga
SANTA TERESINHA;PB;Caatinga
SÃO JOÃO DO CARIRI;PB;Caatinga
SOLÂNEA;PB;Caatinga
SAPÉ;PB;Mata Atlântica
BARCARENA;PA;Amazônia
MOJU;PA;Amazônia
RONDONÓPOLIS;MT;Cerrado
NOVA CANAÃ DO NORTE;MT;Amazônia
ÁGUA BOA;MT;Cerrado
BARÃO DE MELGAÇO;MT;Pantanal
CANAVIEIRA;PI;Caatinga
SETE QUEDAS;MS;Mata Atlântica
BELA VISTA;MS;Cerrado
SÃO BENTO DO NORTE;RN;Caatinga
DOIS IRMÃOS DO BURITI;MS;Cerrado
AQUIDAUANA;MS;Pantanal
MARACAJU;MS;Pantanal
CAMPO GRANDE;MS;Cerrado
SANTA BÁRBARA;MG;Mata Atlântica
MANGA;MG;Mata Atlântica
JURAMENTO;MG;Cerrado
PRESIDENTE OLEGÁRIO;MG;Cerrado
PERDIZES;MG;Cerrado
PARACATU;MG;Cerrado
CARATINGA;MG;Mata Atlântica
IPABA;MG;Mata Atlântica
JOÃO MONLEVADE;MG;Mata Atlântica
IBIÁ;MG;Cerrado
UBERLÂNDIA;MG;Cerrado
NOVA PONTE;MG;Cerrado
UNAÍ;MG;Cerrado
SALTO DA DIVISA;MG;Mata Atlântica
SIMONÉSIA;MG;Mata Atlântica
SERRA DO SALITRE;MG;Cerrado
SÃO GONÇALO DO RIO ABAIXO;MG;Mata Atlântica
TUPACIGUARA;MG;Cerrado
CONGONHAS;MG;Mata Atlântica
ROSÁRIO DA LIMEIRA;MG;Mata Atlântica
DESCOBERTO;MG;Mata Atlântica
ANTÔNIO DIAS;MG;Mata Atlântica
FERVEDOURO;MG;Mata Atlântica
RIO NOVO;MG;Mata Atlântica
CORAÇÃO DE JESUS;MG;Cerrado
SÃO JOÃO NEPOMUCENO;MG;Mata Atlântica
OLARIA;MG;Mata Atlântica
EXTREMA;MG;Mata Atlântica
PAINEIRAS;MG;Cerrado
CORINTO;MG;Cerrado
LIMA DUARTE;MG;Mata Atlântica
PIRANGA;MG;Mata Atlântica
SANTOS DUMONT;MG;Mata Atlântica
BETIM;MG;Cerrado
POTÉ;MG;Mata Atlântica
ANDRELÂNDIA;MG;Mata Atlântica
SANTA BÁRBARA DO MONTE VERDE;MG;Cerrado
CONCEIÇÃO DO PARÁ;MG;Cerrado
NOVA LIMA;MG;Mata Atlântica
BRUMADINHO;MG;Mata Atlântica
IJACI;MG;Mata Atlântica
TOLEDO;MG;Mata Atlântica
MONTE SIÃO;MG;Mata Atlântica
CLÁUDIO;MG;Cerrado
AÇAILÂNDIA;MA;Amazônia
ROSÁRIO;MA;Amazônia
BACABAL;MA;Cerrado
SÃO BENEDITO DO RIO PRETO;MA;Cerrado
SÃO LUÍS;MA;Amazônia
CODÓ;MA;Cerrado
SÃO JOSÉ DE RIBAMAR;MA;Amazônia
CAMPESTRE DE GOIÁS;GO;Cerrado
BRITÂNIA;GO;Cerrado
PIRENÓPOLIS;GO;Cerrado
ITABELA;BA;Cerrado
CRISTALINA;GO;Cerrado
PARAÚNA;GO;Cerrado
CORUMBÁ DE GOIÁS;GO;Cerrado
SERRANÓPOLIS;GO;Cerrado
TROMBAS;GO;Cerrado
COCALZINHO DE GOIÁS;GO;Cerrado
COLINAS DO SUL;GO;Cerrado
CIDADE OCIDENTAL;GO;Cerrado
TEREZÓPOLIS DE GOIÁS;GO;Cerrado
APORÉ;GO;Cerrado
GOIANÁPOLIS;GO;Cerrado
HIDROLÂNDIA;GO;Cerrado
ITABERAÍ;GO;Cerrado
GOIÂNIA;GO;Cerrado
SANTO ANTÔNIO DO DESCOBERTO;GO;Cerrado
MONTANHA;ES;Mata Atlântica
PARAMBU;CE;Caatinga
CRATEÚS;CE;Caatinga
ITAPIPOCA;CE;Caatinga
QUIXERAMOBIM;CE;Caatinga
QUIXADÁ;CE;Caatinga
PACATUBA;CE;Caatinga
GENERAL SAMPAIO;CE;Caatinga
AMONTADA;CE;Caatinga
BARRA;BA;Caatinga
MALHADA;BA;Caatinga
ITANAGRA;BA;Mata Atlântica
IBOTIRAMA;BA;Caatinga
PALMAS DE MONTE ALTO;BA;Caatinga
QUEIMADAS;BA;Caatinga
CARAVELAS;BA;Mata Atlântica
PIRAÍ DO NORTE;BA;Mata Atlântica
ITACARÉ;BA;Mata Atlântica
ESPLANADA;BA;Mata Atlântica
MATA DE SÃO JOÃO;BA;Mata Atlântica
SANTANA;BA;Caatinga
SÃO SEBASTIÃO DO PASSÉ;BA;Mata Atlântica
JUSSARI;BA;Mata Atlântica
ILHÉUS;BA;Mata Atlântica
ITAPEBI;BA;Mata Atlântica
VALENÇA;BA;Mata Atlântica
IBICARAÍ;BA;Mata Atlântica
SIMÕES FILHO;BA;Mata Atlântica
CAMAÇARI;BA;Mata Atlântica
URUÇUCA;BA;Mata Atlântica
POJUCA;BA;Mata Atlântica
UBAÍRA;BA;Mata Atlântica
BARRA DO CHOÇA;BA;Mata Atlântica
MACAPÁ;AP;Amazônia
PORTO GRANDE;AP;Amazônia
SANTANA;AP;Amazônia
CHÃ PRETA;AL;Mata Atlântica
ATALAIA;AL;Mata Atlântica
CORURIPE;AL;Mata Atlântica
PILAR;AL;Mata Atlântica
TEOTÔNIO VILELA;AL;Mata Atlântica
BARRA DE SÃO MIGUEL;AL;Mata Atlântica
VITÓRIA DO JARI;AP;Amazônia
CIDELÂNDIA;MA;Amazônia
IMPERATRIZ;MA;Amazônia
MIRINZAL;MA;Amazônia
APARECIDA;SP;Mata Atlântica
CAAPORÃ;PB;Mata Atlântica
GOIANA;PE;Mata Atlântica
PITIMBU;PB;Mata Atlântica
CHAPADINHA;MA;Cerrado
PARNAMIRIM;PE;Caatinga
LÁBREA;AM;Amazônia
BERURI;AM;Amazônia
ALCÂNTARAS;CE;Caatinga
MASSAPÊ;CE;Caatinga
MERUOCA;CE;Caatinga
NOVA VIÇOSA;BA;Área Marinha
BEBERIBE;CE;Área Marinha
PRAINHA;PA;Amazônia
CANINDÉ DE SÃO FRANCISCO;SE;Caatinga
DELMIRO GOUVEIA;AL;Caatinga
OLHO D'ÁGUA DO CASADO;AL;Caatinga
PIRANHAS;AL;Caatinga
BOA NOVA;BA;Mata Atlântica
DÁRIO MEIRA;BA;Mata Atlântica
MANOEL VITORINO;BA;Mata Atlântica
ARATACA;BA;Mata Atlântica
SÃO JOSÉ DA VITÓRIA;BA;Mata Atlântica
GUARATINGA;BA;Mata Atlântica
ARACRUZ;ES;Área Marinha
FUNDÃO;ES;Área Marinha
SERRA;ES;Área Marinha
GUAÇUÍ;ES;Mata Atlântica
COROMANDEL;MG;Cerrado
BALNEÁRIO ARROIO DO SILVA;SC;Mata Atlântica
BARRETOS;SP;Mata Atlântica
GUAIÚBA;CE;Caatinga
ITAIÓPOLIS;SC;Mata Atlântica
AFONSO CLÁUDIO;ES;Mata Atlântica
BOM RETIRO;SC;Mata Atlântica
TRAJANO DE MORAES;RJ;Mata Atlântica
SINIMBU;RS;Mata Atlântica
CAMPO BELO DO SUL;SC;Mata Atlântica
CARNAUBAIS;RN;Caatinga
MIRANDA;MS;Pantanal
ALTO ALEGRE DOS PARECIS;RO;Amazônia
DIANÓPOLIS;TO;Cerrado
SÃO LUIZ GONZAGA;RS;Pampa
SAPUCAIA DO SUL;RS;Mata Atlântica
CRISTALINA;GO;Mata Atlântica
TIBAGI;PR;Mata Atlântica
SÃO JOSÉ DO XINGU;MT;Amazônia
VARZEDO;BA;Mata Atlântica
ABAÍRA;BA;Caatinga
SANTO ANTÔNIO DO TAUÁ;PA;Amazônia
NOVA VENÉCIA;ES;Mata Atlântica
ALTA FLORESTA;MT;Amazônia
ITAPAJÉ;CE;Caatinga
SANTA LUZIA DO ITANHY;SE;Mata Atlântica
VARGEM ALTA;ES;Mata Atlântica
DOM PEDRO DE ALCÂNTARA;RS;Mata Atlântica
PACOTI;CE;Caatinga
DUAS BARRAS;RJ;Mata Atlântica
SAPUCAIA;RJ;Mata Atlântica
CAMETÁ;PA;Amazônia
IGRAPIÚNA;BA;Mata Atlântica
LAGOA DA PRATA;MG;Cerrado
LAJEDO;PE;Caatinga
PATROCÍNIO;MG;Cerrado
NATIVIDADE;RJ;Mata Atlântica
BELÉM DO SÃO FRANCISCO;PE;Caatinga
PASSO FUNDO;RS;Pampa
BELMONTE;BA;Mata Atlântica
BATURITÉ;CE;Caatinga
RIBEIRA DO POMBAL;BA;Caatinga
SUMIDOURO;RJ;Mata Atlântica
RANCHO QUEIMADO;SC;Mata Atlântica
SANTA ISABEL;SP;Mata Atlântica
VENÂNCIO AIRES;RS;Mata Atlântica
GUARAMIRIM;SC;Mata Atlântica
ACARI;RN;Caatinga
GRAVATÁ;PE;Mata Atlântica
BELA VISTA DO TOLDO;SC;Mata Atlântica
POUSO ALEGRE;MG;Mata Atlântica
PRESIDENTE ALVES;SP;Mata Atlântica
ITUBERÁ;BA;Mata Atlântica
ITAMARATI DE MINAS;MG;Mata Atlântica
ITARARÉ;SP;Cerrado
FORMOSA;GO;Cerrado
MENDES;RJ;Mata Atlântica
SANDOVALINA;SP;Mata Atlântica
IGARATINGA;MG;Cerrado
ARAPOTI;PR;Mata Atlântica
BARAÚNA;RN;Caatinga
MOSSORÓ;RN;Caatinga
ARATUBA;CE;Caatinga
GUARAMIRANGA;CE;Caatinga
MULUNGU;CE;Caatinga
NOVO ORIENTE;CE;Caatinga
PRESIDENTE MÉDICI;RO;Amazônia
PONTAL DO PARANÁ;PR;Área Marinha
CATU;BA;Mata Atlântica
RIO DE CONTAS;BA;Caatinga
SAÚDE;BA;Caatinga
AURORA DO TOCANTINS;TO;Cerrado
GRAMADO;RS;Mata Atlântica
APUIARÉS;CE;Caatinga
ARACATI;CE;Caatinga
ITATIRA;CE;Caatinga
MORADA NOVA;CE;Caatinga
MORRO DO PILAR;MG;Mata Atlântica
CARIRA;SE;Caatinga
ITABAIANINHA;SE;Caatinga
ÁGUAS MORNAS;SC;Mata Atlântica
SENADOR CANEDO;GO;Cerrado
SÃO CAETANO DE ODIVELAS;PA;Amazônia
MARAPANIM;PA;Amazônia
MAGALHÃES BARATA;PA;Amazônia
MONTEZUMA;MG;Cerrado
RIO PARDO DE MINAS;MG;Cerrado
VARGEM GRANDE DO RIO PARDO;MG;Cerrado
CAETÉ;MG;Mata Atlântica
ITABIRITO;MG;Mata Atlântica
MARIANA;MG;Mata Atlântica
OURO PRETO;MG;Mata Atlântica
RAPOSOS;MG;Mata Atlântica
RIO ACIMA;MG;Mata Atlântica
SÃO JOSÉ DOS PINHAIS;PR;Mata Atlântica
VITÓRIA;ES;Área Marinha
BEQUIMÃO;MA;Amazônia
CAMPO FORMOSO;BA;Caatinga
JUAZEIRO;BA;Caatinga
SENTO SÉ;BA;Caatinga
SOBRADINHO;BA;Caatinga
HUMBERTO DE CAMPOS;MA;Área Marinha
ICATU;MA;Área Marinha
CARUTAPERA;MA;Área Marinha
LUÍS DOMINGUES;MA;Área Marinha
MORRO DO CHAPÉU;BA;Caatinga
UMBURANAS;BA;Caatinga
NAZARÉ PAULISTA;SP;Mata Atlântica
CAMBUÍ;MG;Mata Atlântica
ITAJAÍ;SC;Mata Atlântica
URUPEMA;SC;Mata Atlântica
TAPEROÁ;BA;Mata Atlântica
SÃO MAMEDE;PB;Caatinga
PIRACAIA;SP;Mata Atlântica
BANDEIRA;MG;Mata Atlântica
CAMPO MAGRO;PR;Mata Atlântica
JAGUARIAÍVA;PR;Mata Atlântica
EXTREMOZ;RN;Mata Atlântica
CURAÇÁ;BA;Caatinga
ALEXÂNIA;GO;Cerrado
JATAÍ;GO;Cerrado
GUARUJÁ DO SUL;SC;Mata Atlântica
CAXIAS DO SUL;RS;Mata Atlântica
CAMACAN;BA;Mata Atlântica
LAJEADO;TO;Cerrado
BARREIRAS;BA;Cerrado
PORTO UNIÃO;SC;Mata Atlântica
CHAPADÃO DO SUL;MS;Cerrado
MIMOSO DO SUL;ES;Mata Atlântica
PAU BRASIL;BA;Mata Atlântica
NILO PEÇANHA;BA;Mata Atlântica
CASEARA;TO;Cerrado
TOMBOS;MG;Mata Atlântica
ICAPUÍ;CE;Caatinga
TAQUARUÇU DO SUL;RS;Mata Atlântica
CAMPO ALEGRE;SC;Mata Atlântica
BANANAL;SP;Mata Atlântica
ADRIANÓPOLIS;PR;Mata Atlântica
ITAARA;RS;Mata Atlântica
PORTO BELO;SC;Mata Atlântica
CURITIBANOS;SC;Mata Atlântica
NOVA CAMPINA;SP;Mata Atlântica
IPU;CE;Caatinga
RIO NEGRINHO;SC;Mata Atlântica
EQUADOR;RN;Caatinga
ÁGUA BRANCA;PB;Caatinga
CACIMBA DE AREIA;PB;Caatinga
IMACULADA;PB;Caatinga
JURU;PB;Caatinga
MÃE D'ÁGUA;PB;Caatinga
MATURÉIA;PB;Caatinga
OLHO D'ÁGUA;PB;Caatinga
SANTANA DOS GARROTES;PB;Caatinga
SÃO JOSÉ DO BONFIM;PB;Caatinga
TEIXEIRA;PB;Caatinga
PRIMAVERA;PA;Amazônia
QUATIPURU;PA;Amazônia
SALINÓPOLIS;PA;Amazônia
ITACOATIARA;AM;Amazônia
SÃO DESIDÉRIO;BA;Cerrado
BURITIS;RO;Amazônia
CEREJEIRAS;RO;Amazônia
PIMENTEIRAS DO OESTE;RO;Amazônia
BUJARI;AC;Amazônia
COARI;AM;Amazônia
CODAJÁS;AM;Amazônia
ANORI;AM;Amazônia
ITAPIRANGA;AM;Amazônia
IRANDUBA;AM;Amazônia
MANACAPURU;AM;Amazônia
NHAMUNDÁ;AM;Amazônia
EIRUNEPÉ;AM;Amazônia
SÃO GERALDO DO ARAGUAIA;PA;Amazônia
AFUÁ;PA;Amazônia
ANAJÁS;PA;Amazônia
BREVES;PA;Amazônia
CACHOEIRA DO ARARI;PA;Amazônia
CHAVES;PA;Amazônia
MUANÁ;PA;Amazônia
SALVATERRA;PA;Amazônia
SANTA CRUZ DO ARARI;PA;Amazônia
ANANINDEUA;PA;Amazônia
BELÉM;PA;Amazônia
BREU BRANCO;PA;Amazônia
GOIANÉSIA DO PARÁ;PA;Amazônia
ITUPIRANGA;PA;Amazônia
JACUNDÁ;PA;Amazônia
NOVA IPIXUNA;PA;Amazônia
NOVO REPARTIMENTO;PA;Amazônia
TUCURUÍ;PA;Amazônia
ÓBIDOS;PA;Amazônia
BENEVIDES;PA;Amazônia
MARITUBA;PA;Amazônia
SANTA IZABEL DO PARÁ;PA;Amazônia
SENADOR JOSÉ PORFÍRIO;PA;Amazônia
FILADÉLFIA;TO;Cerrado
ARAGUAÍNA;TO;Cerrado
BABAÇULÂNDIA;TO;Cerrado
WANDERLÂNDIA;TO;Cerrado
PALMEIRÓPOLIS;TO;Cerrado
PARANÃ;TO;Cerrado
SÃO SALVADOR DO TOCANTINS;TO;Cerrado
ANANÁS;TO;Amazônia
ARAGUANÃ;TO;Amazônia
RIACHINHO;TO;Amazônia
XAMBIOÁ;TO;Amazônia
PEIXE;TO;Cerrado
PORTO NACIONAL;TO;Cerrado
APARECIDA DO RIO NEGRO;TO;Cerrado
TOCANTÍNIA;TO;Cerrado
NOVO ACORDO;TO;Cerrado
ARAGUACEMA;TO;Cerrado
CHAPADA DE AREIA;TO;Cerrado
DIVINÓPOLIS DO TOCANTINS;TO;Cerrado
DOIS IRMÃOS DO TOCANTINS;TO;Cerrado
MARIANÓPOLIS DO TOCANTINS;TO;Cerrado
MONTE SANTO DO TOCANTINS;TO;Cerrado
ALCÂNTARA;MA;Área Marinha
BEQUIMÃO;MA;Área Marinha
CÂNDIDO MENDES;MA;Área Marinha
CEDRAL;MA;Área Marinha
GODOFREDO VIANA;MA;Área Marinha
GUIMARÃES;MA;Área Marinha
MIRINZAL;MA;Área Marinha
TURIAÇU;MA;Área Marinha
ANAJATUBA;MA;Amazônia
CAJARI;MA;Amazônia
LAGO VERDE;MA;Amazônia
MAFRA;SC;Amazônia
MATINHA;MA;Amazônia
MONÇÃO;MA;Amazônia
OLHO D'ÁGUA DAS CUNHÃS;MA;Amazônia
PALMEIRÂNDIA;MA;Amazônia
PENALVA;MA;Amazônia
PERI MIRIM;MA;Amazônia
PINDARÉ-MIRIM;MA;Amazônia
PINHEIRO;MA;Amazônia
PIO XII;MA;Amazônia
SANTA HELENA;MA;Amazônia
SÃO BENTO;MA;Amazônia
SÃO MATEUS DO MARANHÃO;MA;Amazônia
SÃO VICENTE FERRER;MA;Amazônia
UNIÃO;PI;Amazônia
VIANA;MA;Amazônia
VITÓRIA DO MEARIM;MA;Amazônia
AXIXÁ;MA;Cerrado
HUMBERTO DE CAMPOS;MA;Cerrado
ICATU;MA;Cerrado
MORROS;MA;Cerrado
PAÇO DO LUMIAR;MA;Cerrado
PRESIDENTE JUSCELINO;MA;Cerrado
RAPOSA;MA;Cerrado
ROSÁRIO;MA;Cerrado
SANTA QUITÉRIA DO MARANHÃO;MA;Cerrado
SANTA RITA;MA;Cerrado
SÃO BERNARDO;MA;Cerrado
SÃO JOSÉ DE RIBAMAR;MA;Cerrado
SÃO LUÍS;MA;Cerrado
URBANO SANTOS;MA;Cerrado
AFONSO CUNHA;MA;Cerrado
BURITI;MA;Cerrado
COELHO NETO;MA;Cerrado
DUQUE BACELAR;MA;Cerrado
FERNANDO FALCÃO;MA;Cerrado
FORMOSA DA SERRA NEGRA;MA;Cerrado
MIRADOR;MA;Cerrado
BURITI DOS MONTES;PI;Caatinga
CAMPO MAIOR;PI;Cerrado
LUÍS CORREIA;PI;Caatinga
PARNAÍBA;PI;Caatinga
SÃO BRAZ DO PIAUÍ;PI;Caatinga
ACAUÃ;PI;Caatinga
CAJUEIRO DA PRAIA;PI;Caatinga
BOM JESUS;PI;Cerrado
MONTE ALEGRE DO PIAUÍ;PI;Cerrado
SANTA FILOMENA;PI;Cerrado
NAZARÉ DO PIAUÍ;PI;Caatinga
SÃO FRANCISCO DO PIAUÍ;PI;Caatinga
ALTO LONGÁ;PI;Cerrado
BATALHA;PI;Cerrado
ESPERANTINA;PI;Cerrado
PAULISTANA;PI;Caatinga
PAJEÚ DO PIAUÍ;PI;Caatinga
CAPISTRANO;CE;Caatinga
CARIDADE;CE;Caatinga
REDENÇÃO;CE;Caatinga
FORTALEZA;CE;Área Marinha
MARANGUAPE;CE;Caatinga
CAUCAIA;CE;Caatinga
PARACURU;CE;Caatinga
SÃO GONÇALO DO AMARANTE;CE;Caatinga
FORTALEZA;CE;Caatinga
BEBERIBE;CE;Caatinga
PARAIPABA;CE;Caatinga
TRAIRI;CE;Caatinga
EUSÉBIO;CE;Caatinga
ITAITINGA;CE;Caatinga
MARACANAÚ;CE;Caatinga
INDEPENDÊNCIA;CE;Caatinga
PEDRA BRANCA;CE;Caatinga
TAUÁ;CE;Caatinga
ANTONINA DO NORTE;CE;Caatinga
SABOEIRO;CE;Caatinga
MADALENA;CE;Caatinga
IPAPORANGA;CE;Caatinga
PORANGA;CE;Caatinga
ICAPUÍ;CE;Área Marinha
HORIZONTE;CE;Caatinga
PACAJUS;CE;Caatinga
JUAZEIRO DO NORTE;CE;Caatinga
GUAMARÉ;RN;Caatinga
MACAU;RN;Caatinga
MAXARANGUAPE;RN;Área Marinha
RIO DO FOGO;RN;Área Marinha
TOUROS;RN;Área Marinha
NATAL;RN;Mata Atlântica
ARÊS;RN;Mata Atlântica
GOIANINHA;RN;Mata Atlântica
SÃO JOSÉ DE MIPIBU;RN;Mata Atlântica
SENADOR GEORGINO AVELINO;RN;Mata Atlântica
TIBAU DO SUL;RN;Mata Atlântica
CANGUARETAMA;RN;Mata Atlântica
ESPÍRITO SANTO;RN;Mata Atlântica
PEDRO VELHO;RN;Mata Atlântica
AREIA BRANCA;RN;Caatinga
PORTO DO MANGUE;RN;Caatinga
MARTINS;RN;Caatinga
SÃO JOÃO DO TIGRE;PB;Caatinga
BAYEUX;PB;Mata Atlântica
ALHANDRA;PB;Mata Atlântica
CONDE;PB;Mata Atlântica
AREIA;PB;Mata Atlântica
BOA VISTA;PB;Mata Atlântica
CABACEIRAS;PB;Mata Atlântica
SÃO JOÃO DO CARIRI;PB;Mata Atlântica
SOUSA;PB;Caatinga
BANANEIRAS;PB;Mata Atlântica
PIRPIRITUBA;PB;Mata Atlântica
MÃE D'ÁGUA;PB;Mata Atlântica
MATURÉIA;PB;Mata Atlântica
CAMPINA GRANDE;PB;Mata Atlântica
CABEDELO;PB;Área Marinha
JOÃO PESSOA;PB;Área Marinha
PAULISTA;PE;Mata Atlântica
RECIFE;PE;Mata Atlântica
BARREIROS;PE;Mata Atlântica
SIRINHAÉM;PE;Mata Atlântica
BELO JARDIM;PE;Caatinga
ABREU E LIMA;PE;Mata Atlântica
ARAÇOIABA;PE;Mata Atlântica
CAMARAGIBE;PE;Mata Atlântica
IGARASSU;PE;Mata Atlântica
PAUDALHO;PE;Mata Atlântica
SÃO LOURENÇO DA MATA;PE;Mata Atlântica
ILHA DE ITAMARACÁ;PE;Mata Atlântica
ITAPISSUMA;PE;Mata Atlântica
CABO DE SANTO AGOSTINHO;PE;Mata Atlântica
JABOATÃO DOS GUARARAPES;PE;Mata Atlântica
SERRA TALHADA;PE;Caatinga
LAGOA DOS GATOS;PE;Mata Atlântica
GRAVATÁ;PE;Caatinga
BREJO DA MADRE DE DEUS;PE;Caatinga
SÃO CAITANO;PE;Caatinga
TACAIMBÓ;PE;Caatinga
PETROLINA;PE;Caatinga
SÃO VICENTE FÉRRER;PE;Mata Atlântica
LAGOA GRANDE;PE;Caatinga
SANTA MARIA DA BOA VISTA;PE;Caatinga
MACAPARANA;PE;Mata Atlântica
TIMBAÚBA;PE;Mata Atlântica
VICÊNCIA;PE;Mata Atlântica
QUIPAPÁ;PE;Mata Atlântica
IPOJUCA;PE;Área Marinha
PASSIRA;PE;Caatinga
AGRESTINA;PE;Caatinga
AFOGADOS DA INGAZEIRA;PE;Caatinga
CARNAÍBA;PE;Caatinga
CABROBÓ;PE;Caatinga
SALGUEIRO;PE;Caatinga
JATAÚBA;PE;Caatinga
POÇÃO;PE;Caatinga
TAQUARITINGA DO NORTE;PE;Caatinga
VERTENTES;PE;Caatinga
COQUEIRO SECO;AL;Mata Atlântica
MACEIÓ;AL;Mata Atlântica
MARECHAL DEODORO;AL;Mata Atlântica
RIO LARGO;AL;Mata Atlântica
SANTA LUZIA DO NORTE;AL;Mata Atlântica
SATUBA;AL;Mata Atlântica
PENEDO;AL;Mata Atlântica
BRANQUINHA;AL;Mata Atlântica
COLÔNIA LEOPOLDINA;AL;Mata Atlântica
IBATEGUARA;AL;Mata Atlântica
JOAQUIM GOMES;AL;Mata Atlântica
NOVO LINO;AL;Mata Atlântica
SÃO JOSÉ DA LAJE;AL;Mata Atlântica
UNIÃO DOS PALMARES;AL;Mata Atlântica
ÁGUA BRANCA;AL;Caatinga
JUNQUEIRO;AL;Mata Atlântica
SANTANA DO IPANEMA;AL;Caatinga
TANQUE D'ARCA;AL;Mata Atlântica
OURO BRANCO;AL;Caatinga
PÃO DE AÇÚCAR;AL;Caatinga
SÃO MIGUEL DOS CAMPOS;AL;Mata Atlântica
BARRA DE SANTO ANTÔNIO;AL;Mata Atlântica
BOCA DA MATA;AL;Mata Atlântica
PORTO CALVO;AL;Mata Atlântica
PORTO DE PEDRAS;AL;Mata Atlântica
JAPARATINGA;AL;Mata Atlântica
SÃO LUÍS DO QUITUNDE;AL;Mata Atlântica
CAMPO ALEGRE;AL;Mata Atlântica
CANAPI;AL;Caatinga
MARAVILHA;AL;Caatinga
POÇO DAS TRINCHEIRAS;AL;Caatinga
SÃO JOSÉ DA TAPERA;AL;Caatinga
ESTÂNCIA;SE;Mata Atlântica
INDIAROBA;SE;Mata Atlântica
ARACAJU;SE;Mata Atlântica
POÇO REDONDO;SE;Caatinga
CAPELA;SE;Mata Atlântica
BARRA DOS COQUEIROS;SE;Mata Atlântica
SANTO AMARO DAS BROTAS;SE;Mata Atlântica
WENCESLAU GUIMARÃES;BA;Mata Atlântica
MIGUEL CALMON;BA;Caatinga
PIATÃ;BA;Caatinga
CANDEIAS;BA;Mata Atlântica
DIAS D'ÁVILA;BA;Mata Atlântica
LAURO DE FREITAS;BA;Mata Atlântica
SALVADOR;BA;Mata Atlântica
SÃO FRANCISCO DO CONDE;BA;Mata Atlântica
ITABERABA;BA;Caatinga
RUY BARBOSA;BA;Caatinga
CAIRU;BA;Mata Atlântica
JIQUIRIÇÁ;BA;Mata Atlântica
TEOLÂNDIA;BA;Mata Atlântica
SALVADOR;BA;Área Marinha
LUÍS EDUARDO MAGALHÃES;BA;Cerrado
ÉRICO CARDOSO;BA;Caatinga
RIO DO PIRES;BA;Caatinga
SANTA CRUZ CABRÁLIA;BA;Mata Atlântica
IRAQUARA;BA;Caatinga
SEABRA;BA;Caatinga
ALMADINA;BA;Mata Atlântica
COARACI;BA;Mata Atlântica
ITAJUÍPE;BA;Mata Atlântica
JOÃO DOURADO;BA;Caatinga
SÃO GABRIEL;BA;Caatinga
PILÃO ARCADO;BA;Caatinga
XIQUE-XIQUE;BA;Caatinga
ANTÔNIO CARDOSO;BA;Mata Atlântica
CABACEIRAS DO PARAGUAÇU;BA;Mata Atlântica
CONCEIÇÃO DA FEIRA;BA;Mata Atlântica
FEIRA DE SANTANA;BA;Mata Atlântica
GOVERNADOR MANGABEIRA;BA;Mata Atlântica
MURITIBA;BA;Mata Atlântica
SANTO ESTÊVÃO;BA;Mata Atlântica
SÃO GONÇALO DOS CAMPOS;BA;Mata Atlântica
IBIRAPITANGA;BA;Mata Atlântica
ITAPARICA;BA;Mata Atlântica
JAGUARIPE;BA;Mata Atlântica
MADRE DE DEUS;BA;Mata Atlântica
SALINAS DA MARGARIDA;BA;Mata Atlântica
SANTO AMARO;BA;Mata Atlântica
SAUBARA;BA;Mata Atlântica
VERA CRUZ;BA;Mata Atlântica
CONDE;BA;Mata Atlântica
ENTRE RIOS;BA;Mata Atlântica
JANDAÍRA;BA;Mata Atlântica
CAMAMU;BA;Mata Atlântica
GENTIO DO OURO;BA;Caatinga
SANTA RITA DE CÁSSIA;BA;Cerrado
CASA NOVA;BA;Caatinga
REMANSO;BA;Caatinga
MANSIDÃO;BA;Cerrado
IGUAÍ;BA;Mata Atlântica
CANDIBA;BA;Caatinga
GUANAMBI;BA;Caatinga
PINDAÍ;BA;Caatinga
